"seller_id","month_date","monthly_revenue","cumulative_revenue"
"9cad4b68bb993ee401a3c5aaa2bc26dd","2018-01-01","144.47","144.47"
"9cad4b68bb993ee401a3c5aaa2bc26dd","2018-03-01","108.41","252.88"
"9cad4b68bb993ee401a3c5aaa2bc26dd","2018-04-01","270.15","523.03"
"9cad4b68bb993ee401a3c5aaa2bc26dd","2018-06-01","126.12","649.15"
"9cad4b68bb993ee401a3c5aaa2bc26dd","2018-07-01","114.18","763.33"
"9cea4682e16655f7da87f406902e989e","2017-03-01","45.17","45.17"
"9cea4682e16655f7da87f406902e989e","2018-02-01","37.75","82.92"
"9cf787a239c1aa29dbd76f153dc13f9a","2018-06-01","183.98","183.98"
"9cf787a239c1aa29dbd76f153dc13f9a","2018-08-01","184.42","368.40"
"9d213f303afae4983637247556438ede","2018-07-01","120.81","120.81"
"9d39404483343dd55c7ae254494d8388","2017-11-01","95.79","95.79"
"9d39404483343dd55c7ae254494d8388","2017-12-01","37.78","133.57"
"9d39404483343dd55c7ae254494d8388","2018-01-01","84.37","217.94"
"9d39404483343dd55c7ae254494d8388","2018-02-01","47.53","265.47"
"9d39404483343dd55c7ae254494d8388","2018-03-01","37.29","302.76"
"9d39404483343dd55c7ae254494d8388","2018-04-01","131.52","434.28"
"9d489893ff6af05029671b785f54b998","2017-06-01","103.50","103.50"
"9d489893ff6af05029671b785f54b998","2018-07-01","83.22","186.72"
"9d489893ff6af05029671b785f54b998","2018-08-01","214.52","401.24"
"9d4db00d65d7760644ac0c14edb5fd86","2017-12-01","119.97","119.97"
"9d4db00d65d7760644ac0c14edb5fd86","2018-01-01","1258.68","1378.65"
"9d4db00d65d7760644ac0c14edb5fd86","2018-02-01","691.64","2070.29"
"9d4db00d65d7760644ac0c14edb5fd86","2018-03-01","1678.23","3748.52"
"9d4db00d65d7760644ac0c14edb5fd86","2018-04-01","1499.45","5247.97"
"9d4db00d65d7760644ac0c14edb5fd86","2018-05-01","2270.72","7518.69"
"9d4db00d65d7760644ac0c14edb5fd86","2018-06-01","2438.47","9957.16"
"9d4db00d65d7760644ac0c14edb5fd86","2018-07-01","274.67","10231.83"
"9d4db00d65d7760644ac0c14edb5fd86","2018-08-01","268.60","10500.43"
"9d5604a1f112324ad6b2aa552122e0fb","2017-11-01","56.92","56.92"
"9d5604a1f112324ad6b2aa552122e0fb","2017-12-01","56.92","113.84"
"9d5604a1f112324ad6b2aa552122e0fb","2018-01-01","129.6","243.44"
"9d5604a1f112324ad6b2aa552122e0fb","2018-02-01","128.43","371.87"
"9d5604a1f112324ad6b2aa552122e0fb","2018-03-01","184.42","556.29"
"9d5604a1f112324ad6b2aa552122e0fb","2018-04-01","62.28","618.57"
"9d5a9018aee56acb367ba9c3f05d1d6a","2017-03-01","778.65","778.65"
"9d5a9018aee56acb367ba9c3f05d1d6a","2017-04-01","1969.15","2747.80"
"9d5a9018aee56acb367ba9c3f05d1d6a","2017-05-01","932.23","3680.03"
"9d5a9018aee56acb367ba9c3f05d1d6a","2017-06-01","1308.99","4989.02"
"9d5a9018aee56acb367ba9c3f05d1d6a","2017-07-01","1572.63","6561.65"
"9d5a9018aee56acb367ba9c3f05d1d6a","2017-08-01","1140.74","7702.39"
"9d5a9018aee56acb367ba9c3f05d1d6a","2017-09-01","2732.92","10435.31"
"9d5a9018aee56acb367ba9c3f05d1d6a","2017-10-01","193.66","10628.97"
"9d5a9018aee56acb367ba9c3f05d1d6a","2017-11-01","202.50","10831.47"
"9d5a9018aee56acb367ba9c3f05d1d6a","2017-12-01","66.69","10898.16"
"9d5a9018aee56acb367ba9c3f05d1d6a","2018-01-01","765.10","11663.26"
"9d5a9018aee56acb367ba9c3f05d1d6a","2018-03-01","128.13","11791.39"
"9d681c7e12db302cb261e721040dde65","2018-05-01","199.73","199.73"
"9d681c7e12db302cb261e721040dde65","2018-06-01","233.01","432.74"
"9d681c7e12db302cb261e721040dde65","2018-07-01","494.67","927.41"
"9d681c7e12db302cb261e721040dde65","2018-08-01","131.27","1058.68"
"9d69ba0a7a626a64dc5db08e529559cf","2018-07-01","37.54","37.54"
"9d7a1d34a5052409006425275ba1c2b4","2017-07-01","745.11","745.11"
"9d7a1d34a5052409006425275ba1c2b4","2017-12-01","102.72","847.83"
"9d7a1d34a5052409006425275ba1c2b4","2018-02-01","78.13","925.96"
"9d7a1d34a5052409006425275ba1c2b4","2018-04-01","73.06","999.02"
"9d7a1d34a5052409006425275ba1c2b4","2018-06-01","259.70","1258.72"
"9d7a1d34a5052409006425275ba1c2b4","2018-08-01","73.15","1331.87"
"9da15f4a4ea758d9eeb49000dbe57e22","2018-07-01","234.61","234.61"
"9da1ca0bef29ee170e541927a5aeabdc","2017-06-01","700.54","700.54"
"9da1ca0bef29ee170e541927a5aeabdc","2017-07-01","728.73","1429.27"
"9da1ca0bef29ee170e541927a5aeabdc","2017-09-01","182.76","1612.03"
"9dc79dd988ac42f4d56c340d7048420a","2018-08-01","843.93","843.93"
"9dd459b29a14bf89d47183cf2cd0e4c7","2018-01-01","159.86","159.86"
"9dd459b29a14bf89d47183cf2cd0e4c7","2018-08-01","38.96","198.82"
"9dd59e43f0c9f0553244e8f9c2fb247e","2017-10-01","115.02","115.02"
"9dd59e43f0c9f0553244e8f9c2fb247e","2017-11-01","117.24","232.26"
"9dd59e43f0c9f0553244e8f9c2fb247e","2017-12-01","128.68","360.94"
"9dd59e43f0c9f0553244e8f9c2fb247e","2018-01-01","147.18","508.12"
"9dda5bbacd45e18d6485fee649205d09","2017-03-01","130.85","130.85"
"9dda5bbacd45e18d6485fee649205d09","2017-04-01","251.76","382.61"
"9dda5bbacd45e18d6485fee649205d09","2017-06-01","66.65","449.26"
"9dda5bbacd45e18d6485fee649205d09","2017-07-01","53.98","503.24"
"9dda5bbacd45e18d6485fee649205d09","2017-08-01","299.86","803.10"
"9dda5bbacd45e18d6485fee649205d09","2017-10-01","89.63","892.73"
"9dda5bbacd45e18d6485fee649205d09","2017-11-01","251.33","1144.06"
"9dda5bbacd45e18d6485fee649205d09","2017-12-01","194.04","1338.10"
"9dda5bbacd45e18d6485fee649205d09","2018-01-01","111.41","1449.51"
"9dda5bbacd45e18d6485fee649205d09","2018-02-01","415.32","1864.83"
"9dda5bbacd45e18d6485fee649205d09","2018-03-01","87.64","1952.47"
"9dda5bbacd45e18d6485fee649205d09","2018-04-01","128.6","2081.07"
"9dda5bbacd45e18d6485fee649205d09","2018-08-01","338.26","2419.33"
"9de4643a8dbde634fe55621059d92273","2017-01-01","1284.19","1284.19"
"9de4643a8dbde634fe55621059d92273","2017-02-01","458.09","1742.28"
"9de4643a8dbde634fe55621059d92273","2017-03-01","376.27","2118.55"
"9de4643a8dbde634fe55621059d92273","2017-04-01","816.36","2934.91"
"9de4643a8dbde634fe55621059d92273","2017-05-01","2280.16","5215.07"
"9de4643a8dbde634fe55621059d92273","2017-06-01","1009.77","6224.84"
"9de4643a8dbde634fe55621059d92273","2017-07-01","2520.12","8744.96"
"9de4643a8dbde634fe55621059d92273","2017-08-01","1750.66","10495.62"
"9de4643a8dbde634fe55621059d92273","2017-09-01","1386.85","11882.47"
"9de4643a8dbde634fe55621059d92273","2017-10-01","1502.37","13384.84"
"9de4643a8dbde634fe55621059d92273","2017-11-01","1723.61","15108.45"
"9de4643a8dbde634fe55621059d92273","2017-12-01","1420.38","16528.83"
"9de4643a8dbde634fe55621059d92273","2018-01-01","1112.19","17641.02"
"9de4643a8dbde634fe55621059d92273","2018-02-01","1641.39","19282.41"
"9df5750209b83567ec144eb299d7d634","2016-10-01","611.56","611.56"
"9df5750209b83567ec144eb299d7d634","2017-04-01","279.94","891.50"
"9df5750209b83567ec144eb299d7d634","2017-07-01","316.85","1208.35"
"9df5750209b83567ec144eb299d7d634","2017-12-01","867.65","2076.00"
"9df5750209b83567ec144eb299d7d634","2018-01-01","855.58","2931.58"
"9df5750209b83567ec144eb299d7d634","2018-04-01","217.32","3148.90"
"9df5750209b83567ec144eb299d7d634","2018-05-01","1013.59","4162.49"
"9df5750209b83567ec144eb299d7d634","2018-07-01","1013.81","5176.30"
"9e25199f6ef7e7c347120ff175652c3b","2017-03-01","27.02","27.02"
"9e6229250fedbe05838fef417b74e7fb","2017-09-01","201.65","201.65"
"9e6229250fedbe05838fef417b74e7fb","2017-12-01","201.65","403.30"
"9e6229250fedbe05838fef417b74e7fb","2018-01-01","1010.63","1413.93"
"9e6229250fedbe05838fef417b74e7fb","2018-02-01","511.08","1925.01"
"9e6229250fedbe05838fef417b74e7fb","2018-03-01","258.29","2183.30"
"9e6229250fedbe05838fef417b74e7fb","2018-04-01","606.22","2789.52"
"9e6229250fedbe05838fef417b74e7fb","2018-05-01","3881.55","6671.07"
"9e6229250fedbe05838fef417b74e7fb","2018-06-01","2848.87","9519.94"
"9e6229250fedbe05838fef417b74e7fb","2018-07-01","2474.62","11994.56"
"9e6229250fedbe05838fef417b74e7fb","2018-08-01","2314.32","14308.88"
"9e6967d3cf386d284251784b18ccb485","2018-06-01","104.80","104.80"
"9e6967d3cf386d284251784b18ccb485","2018-07-01","184.31","289.11"
"9e6967d3cf386d284251784b18ccb485","2018-08-01","235.50","524.61"
"9e7c5f4d7770eab65738cca38f9efccf","2018-06-01","124.73","124.73"
"9e7c5f4d7770eab65738cca38f9efccf","2018-08-01","98.15","222.88"
"9e94fa26a70ede4d26226e918e8706a2","2017-08-01","72.74","72.74"
"9e9b539eb2806acee3f5c28085c1db9f","2017-11-01","862.11","862.11"
"9e9b539eb2806acee3f5c28085c1db9f","2017-12-01","177.36","1039.47"
"9ed65337433adfbedefd23dd76eaa494","2017-12-01","299.33","299.33"
"9ed65337433adfbedefd23dd76eaa494","2018-03-01","58.69","358.02"
"9ed65337433adfbedefd23dd76eaa494","2018-05-01","794.34","1152.36"
"9ed65337433adfbedefd23dd76eaa494","2018-07-01","132.38","1284.74"
"9ed65337433adfbedefd23dd76eaa494","2018-08-01","58.91","1343.65"
"9f50216bfd01913736a55a11b55ea842","2018-06-01","57.98","57.98"
"9f50216bfd01913736a55a11b55ea842","2018-07-01","975.10","1033.08"
"9f50216bfd01913736a55a11b55ea842","2018-08-01","471.90","1504.98"
"9f505651f4a6abe901a56cdc21508025","2017-10-01","654.56","654.56"
"9f505651f4a6abe901a56cdc21508025","2017-11-01","1627.17","2281.73"
"9f505651f4a6abe901a56cdc21508025","2017-12-01","1681.69","3963.42"
"9f505651f4a6abe901a56cdc21508025","2018-01-01","1815.19","5778.61"
"9f505651f4a6abe901a56cdc21508025","2018-02-01","2094.44","7873.05"
"9f505651f4a6abe901a56cdc21508025","2018-03-01","2729.79","10602.84"
"9f505651f4a6abe901a56cdc21508025","2018-04-01","2298.90","12901.74"
"9f505651f4a6abe901a56cdc21508025","2018-05-01","2920.45","15822.19"
"9f505651f4a6abe901a56cdc21508025","2018-06-01","4078.18","19900.37"
"9f505651f4a6abe901a56cdc21508025","2018-07-01","5026.27","24926.64"
"9f505651f4a6abe901a56cdc21508025","2018-08-01","5656.97","30583.61"
"9fbd5666d8618fa571c4230fafa09bd6","2017-08-01","96.71","96.71"
"9fc70243fb26800cba56e8f014797004","2017-11-01","91.18","91.18"
"9fc70243fb26800cba56e8f014797004","2017-12-01","84.64","175.82"
"9fc70243fb26800cba56e8f014797004","2018-01-01","180.36","356.18"
"9fc70243fb26800cba56e8f014797004","2018-02-01","56.92","413.10"
"9fc70243fb26800cba56e8f014797004","2018-04-01","105.59","518.69"
"9fc70243fb26800cba56e8f014797004","2018-07-01","52.61","571.30"
"9fe7c6641c79970ab48185498f547c09","2017-07-01","164.71","164.71"
"a00824eb9093d40e589b940ec45c4eb0","2017-10-01","6253.00","6253.00"
"a00824eb9093d40e589b940ec45c4eb0","2018-04-01","3526.46","9779.46"
"a0415d9b25ede3c4b1e477e9916ffc03","2017-04-01","383.85","383.85"
"a0415d9b25ede3c4b1e477e9916ffc03","2017-05-01","694.05","1077.90"
"a0415d9b25ede3c4b1e477e9916ffc03","2017-09-01","275.47","1353.37"
"a0415d9b25ede3c4b1e477e9916ffc03","2017-11-01","322.8","1676.17"
"a0415d9b25ede3c4b1e477e9916ffc03","2018-01-01","2052.97","3729.14"
"a066df7361163e7ddc5d7452dd17448b","2017-12-01","218.71","218.71"
"a066df7361163e7ddc5d7452dd17448b","2018-01-01","170.28","388.99"
"a066df7361163e7ddc5d7452dd17448b","2018-02-01","594.88","983.87"
"a066df7361163e7ddc5d7452dd17448b","2018-03-01","239.79","1223.66"
"a066df7361163e7ddc5d7452dd17448b","2018-04-01","82.83","1306.49"
"a066df7361163e7ddc5d7452dd17448b","2018-05-01","38.13","1344.62"
"a06c8ff043abea0528ee44171e2140a2","2018-02-01","127.99","127.99"
"a06c8ff043abea0528ee44171e2140a2","2018-03-01","134.40","262.39"
"a06c8ff043abea0528ee44171e2140a2","2018-04-01","52.73","315.12"
"a06c8ff043abea0528ee44171e2140a2","2018-05-01","40.19","355.31"
"a06c8ff043abea0528ee44171e2140a2","2018-07-01","162.84","518.15"
"a06c8ff043abea0528ee44171e2140a2","2018-08-01","88.78","606.93"
"a080fc8a850289b27500f6b49cca2553","2018-03-01","157.85","157.85"
"a080fc8a850289b27500f6b49cca2553","2018-05-01","235.21","393.06"
"a080fc8a850289b27500f6b49cca2553","2018-06-01","42.51","435.57"
"a08692680c77d30a0b4280da5df01c5a","2017-04-01","242.76","242.76"
"a08692680c77d30a0b4280da5df01c5a","2017-05-01","260.56","503.32"
"a08692680c77d30a0b4280da5df01c5a","2017-11-01","1346.95","1850.27"
"a08692680c77d30a0b4280da5df01c5a","2017-12-01","453.76","2304.03"
"a08692680c77d30a0b4280da5df01c5a","2018-01-01","356.88","2660.91"
"a09a13f18ed27932d08438aa6f12756e","2017-10-01","46.01","46.01"
"a0a14e50070f3225b3eabba5b85da517","2018-07-01","124.32","124.32"
"a0a14e50070f3225b3eabba5b85da517","2018-08-01","124.32","248.64"
"a0d7fbb07bb5ebc3b05980e750db56f3","2018-05-01","942.48","942.48"
"a0d7fbb07bb5ebc3b05980e750db56f3","2018-08-01","142.70","1085.18"
"a1040efe9ff4a6f93c28b0499eada8f5","2018-02-01","1693.31","1693.31"
"a1043bafd471dff536d0c462352beb48","2017-02-01","1055.57","1055.57"
"a1043bafd471dff536d0c462352beb48","2017-03-01","2675.67","3731.24"
"a1043bafd471dff536d0c462352beb48","2017-04-01","2410.27","6141.51"
"a1043bafd471dff536d0c462352beb48","2017-05-01","722.52","6864.03"
"a1043bafd471dff536d0c462352beb48","2017-06-01","1804.50","8668.53"
"a1043bafd471dff536d0c462352beb48","2017-07-01","1410.30","10078.83"
"a1043bafd471dff536d0c462352beb48","2017-08-01","2085.93","12164.76"
"a1043bafd471dff536d0c462352beb48","2017-09-01","4186.53","16351.29"
"a1043bafd471dff536d0c462352beb48","2017-10-01","7864.22","24215.51"
"a1043bafd471dff536d0c462352beb48","2017-11-01","14699.26","38914.77"
"a1043bafd471dff536d0c462352beb48","2017-12-01","13290.19","52204.96"
"a1043bafd471dff536d0c462352beb48","2018-01-01","15280.87","67485.83"
"a1043bafd471dff536d0c462352beb48","2018-02-01","12817.78","80303.61"
"a1043bafd471dff536d0c462352beb48","2018-03-01","12541.93","92845.54"
"a1043bafd471dff536d0c462352beb48","2018-04-01","11112.32","103957.86"
"a1043bafd471dff536d0c462352beb48","2018-05-01","6276.01","110233.87"
"a1043bafd471dff536d0c462352beb48","2018-06-01","8515.15","118749.02"
"a1043bafd471dff536d0c462352beb48","2018-07-01","4127.81","122876.83"
"a1043bafd471dff536d0c462352beb48","2018-08-01","4168.40","127045.23"
"a11a0e0ca67423425691db355cff69b0","2018-07-01","270.47","270.47"
"a13580f0e8f782b7a543885a0ef99f08","2017-08-01","122.97","122.97"
"a13580f0e8f782b7a543885a0ef99f08","2017-11-01","356.64","479.61"
"a13580f0e8f782b7a543885a0ef99f08","2017-12-01","936.94","1416.55"
"a13580f0e8f782b7a543885a0ef99f08","2018-05-01","147.13","1563.68"
"a13aaf2d2886ab9fb30fb9a920160b8f","2018-07-01","796.95","796.95"
"a13aaf2d2886ab9fb30fb9a920160b8f","2018-08-01","288.88","1085.83"
"a1474fd46fd3430168f7ec202da39408","2017-02-01","126.71","126.71"
"a1474fd46fd3430168f7ec202da39408","2017-03-01","873.28","999.99"
"a1474fd46fd3430168f7ec202da39408","2017-06-01","835.87","1835.86"
"a1474fd46fd3430168f7ec202da39408","2017-07-01","339.68","2175.54"
"a1474fd46fd3430168f7ec202da39408","2017-08-01","232.75","2408.29"
"a1474fd46fd3430168f7ec202da39408","2017-10-01","1005.23","3413.52"
"a150c540f572d0fb53992264bc5c10b5","2018-02-01","135.49","135.49"
"a1544b9ea0b2390e020537d4daa89049","2017-02-01","176.72","176.72"
"a1544b9ea0b2390e020537d4daa89049","2017-08-01","67.53","244.25"
"a1544b9ea0b2390e020537d4daa89049","2017-09-01","65.0","309.25"
"a1544b9ea0b2390e020537d4daa89049","2017-11-01","208.55","517.80"
"a1544b9ea0b2390e020537d4daa89049","2017-12-01","67.53","585.33"
"a1544b9ea0b2390e020537d4daa89049","2018-04-01","57.29","642.62"
"a1544b9ea0b2390e020537d4daa89049","2018-06-01","137.63","780.25"
"a1544b9ea0b2390e020537d4daa89049","2018-08-01","168.28","948.53"
"a17f621c590ea0fab3d5d883e1630ec6","2017-03-01","55.85","55.85"
"a17f621c590ea0fab3d5d883e1630ec6","2017-04-01","171.86","227.71"
"a17f621c590ea0fab3d5d883e1630ec6","2017-05-01","395.49","623.20"
"a17f621c590ea0fab3d5d883e1630ec6","2017-06-01","514.55","1137.75"
"a17f621c590ea0fab3d5d883e1630ec6","2017-07-01","606.77","1744.52"
"a17f621c590ea0fab3d5d883e1630ec6","2017-08-01","180.96","1925.48"
"a17f621c590ea0fab3d5d883e1630ec6","2017-09-01","347.24","2272.72"
"a17f621c590ea0fab3d5d883e1630ec6","2017-10-01","240.17","2512.89"
"a17f621c590ea0fab3d5d883e1630ec6","2017-11-01","444.20","2957.09"
"a17f621c590ea0fab3d5d883e1630ec6","2017-12-01","128.94","3086.03"
"a17f621c590ea0fab3d5d883e1630ec6","2018-01-01","369.62","3455.65"
"a17f621c590ea0fab3d5d883e1630ec6","2018-02-01","63.20","3518.85"
"a17f621c590ea0fab3d5d883e1630ec6","2018-03-01","88.76","3607.61"
"a17f621c590ea0fab3d5d883e1630ec6","2018-04-01","136.37","3743.98"
"a1bea7061f61f6fdd9a85a6325ba1033","2018-06-01","171.17","171.17"
"a1bea7061f61f6fdd9a85a6325ba1033","2018-07-01","279.52","450.69"
"a1bea7061f61f6fdd9a85a6325ba1033","2018-08-01","460.19","910.88"
"a1bea9970d8f65b240555f99c2214f7f","2018-07-01","102.48","102.48"
"a20d8058c866dbaeca014d2cd20ac62e","2017-12-01","618.75","618.75"
"a20d8058c866dbaeca014d2cd20ac62e","2018-05-01","620.15","1238.90"
"a213f1bd6458f4a158f3746cb2514559","2018-05-01","55.95","55.95"
"a218df5c097b0ca409cfaac1488cc7f6","2018-05-01","74.16","74.16"
"a218df5c097b0ca409cfaac1488cc7f6","2018-06-01","166.54","240.70"
"a21c11ec5c3f03e7cc9f9203bff9e1c6","2018-08-01","475.88","475.88"
"a23266650e7c84bb93fbbba502137478","2017-08-01","600.08","600.08"
"a23266650e7c84bb93fbbba502137478","2017-09-01","283.79","883.87"
"a23266650e7c84bb93fbbba502137478","2017-10-01","37.0","920.87"
"a23266650e7c84bb93fbbba502137478","2017-11-01","498.48","1419.35"
"a23266650e7c84bb93fbbba502137478","2017-12-01","372.09","1791.44"
"a254c682cc01e119f83530446f1df9a9","2018-03-01","329.62","329.62"
"a254c682cc01e119f83530446f1df9a9","2018-04-01","139.99","469.61"
"a254c682cc01e119f83530446f1df9a9","2018-08-01","339.81","809.42"
"a2a41aedb70551d4a85aa04dc2fced48","2017-11-01","33.23","33.23"
"a2a41aedb70551d4a85aa04dc2fced48","2017-12-01","46.5","79.73"
"a2b5b6105ea5942300631d2e76f4ffe0","2018-05-01","364.95","364.95"
"a2b5b6105ea5942300631d2e76f4ffe0","2018-06-01","844.01","1208.96"
"a2b5b6105ea5942300631d2e76f4ffe0","2018-07-01","1742.78","2951.74"
"a2b5b6105ea5942300631d2e76f4ffe0","2018-08-01","1057.60","4009.34"
"a2b911e9ad40dc7d61c142a4683e2d85","2017-05-01","120.3","120.3"
"a2deecd5398f5df4987110c80a1972a3","2018-04-01","334.39","334.39"
"a2deecd5398f5df4987110c80a1972a3","2018-05-01","92.06","426.45"
"a2deecd5398f5df4987110c80a1972a3","2018-06-01","101.48","527.93"
"a2deecd5398f5df4987110c80a1972a3","2018-07-01","203.06","730.99"
"a2deecd5398f5df4987110c80a1972a3","2018-08-01","57.37","788.36"
"a2e874074c877c5a05abae80ad6e488f","2017-03-01","136.8","136.8"
"a2e874074c877c5a05abae80ad6e488f","2017-04-01","1441.36","1578.16"
"a2e874074c877c5a05abae80ad6e488f","2017-05-01","111.66","1689.82"
"a2e874074c877c5a05abae80ad6e488f","2017-06-01","700.20","2390.02"
"a2e874074c877c5a05abae80ad6e488f","2017-07-01","39.62","2429.64"
"a2e874074c877c5a05abae80ad6e488f","2017-08-01","367.86","2797.50"
"a2e874074c877c5a05abae80ad6e488f","2017-11-01","128.14","2925.64"
"a2e874074c877c5a05abae80ad6e488f","2017-12-01","776.37","3702.01"
"a2e874074c877c5a05abae80ad6e488f","2018-01-01","2537.69","6239.70"
"a2e874074c877c5a05abae80ad6e488f","2018-03-01","605.93","6845.63"
"a2e874074c877c5a05abae80ad6e488f","2018-06-01","280.86","7126.49"
"a2e874074c877c5a05abae80ad6e488f","2018-07-01","423.55","7550.04"
"a2e874074c877c5a05abae80ad6e488f","2018-08-01","910.30","8460.34"
"a2fa0bdc798ee84cdb08281337cf4fb6","2017-03-01","39.10","39.10"
"a2fa0bdc798ee84cdb08281337cf4fb6","2017-04-01","87.60","126.70"
"a2fa0bdc798ee84cdb08281337cf4fb6","2017-05-01","92.51","219.21"
"a2fa0bdc798ee84cdb08281337cf4fb6","2017-06-01","37.78","256.99"
"a2fa0bdc798ee84cdb08281337cf4fb6","2017-10-01","251.68","508.67"
"a2fa0bdc798ee84cdb08281337cf4fb6","2018-01-01","33.3","541.97"
"a3082f442524a1be452e3189e003b361","2017-07-01","73.34","73.34"
"a3082f442524a1be452e3189e003b361","2018-01-01","68.49","141.83"
"a3082f442524a1be452e3189e003b361","2018-08-01","257.42","399.25"
"a35124e2d763d7ca3fbe3b97d143200f","2017-03-01","340.89","340.89"
"a35124e2d763d7ca3fbe3b97d143200f","2017-04-01","70.55","411.44"
"a35124e2d763d7ca3fbe3b97d143200f","2017-05-01","78.95","490.39"
"a353b1083c9863d756d9404695016d64","2017-12-01","137.09","137.09"
"a35ef466c6fd6d052f5d241240d3c5e2","2017-08-01","431.57","431.57"
"a35ef466c6fd6d052f5d241240d3c5e2","2017-09-01","217.98","649.55"
"a369d693961cb93b61ca2cc518872a85","2017-11-01","250.94","250.94"
"a369d693961cb93b61ca2cc518872a85","2017-12-01","884.29","1135.23"
"a369d693961cb93b61ca2cc518872a85","2018-01-01","87.87","1223.10"
"a369d693961cb93b61ca2cc518872a85","2018-02-01","348.93","1572.03"
"a369d693961cb93b61ca2cc518872a85","2018-03-01","697.62","2269.65"
"a369d693961cb93b61ca2cc518872a85","2018-05-01","549.18","2818.83"
"a369d693961cb93b61ca2cc518872a85","2018-06-01","45.8","2864.63"
"a369d693961cb93b61ca2cc518872a85","2018-07-01","349.16","3213.79"
"a36ac007a4d18f865c8d32c3b2402c2d","2017-01-01","757.91","757.91"
"a36ac007a4d18f865c8d32c3b2402c2d","2017-02-01","127.50","885.41"
"a36ac007a4d18f865c8d32c3b2402c2d","2017-09-01","505.55","1390.96"
"a36b125ac6d5fdbc7f50de85c9157bdc","2016-10-01","61.02","61.02"
"a36b125ac6d5fdbc7f50de85c9157bdc","2017-02-01","55.95","116.97"
"a36b125ac6d5fdbc7f50de85c9157bdc","2017-03-01","95.55","212.52"
"a36b125ac6d5fdbc7f50de85c9157bdc","2017-04-01","360.03","572.55"
"a36b125ac6d5fdbc7f50de85c9157bdc","2017-05-01","115.71","688.26"
"a36b125ac6d5fdbc7f50de85c9157bdc","2017-06-01","101.93","790.19"
"a36b125ac6d5fdbc7f50de85c9157bdc","2017-07-01","95.18","885.37"
"a36b125ac6d5fdbc7f50de85c9157bdc","2017-10-01","123.68","1009.05"
"a36b125ac6d5fdbc7f50de85c9157bdc","2017-11-01","247.36","1256.41"
"a36b125ac6d5fdbc7f50de85c9157bdc","2018-01-01","157.31","1413.72"
"a36b125ac6d5fdbc7f50de85c9157bdc","2018-02-01","356.92","1770.64"
"a36b125ac6d5fdbc7f50de85c9157bdc","2018-03-01","338.93","2109.57"
"a36b125ac6d5fdbc7f50de85c9157bdc","2018-08-01","57.97","2167.54"
"a3a38f4affed601eb87a97788c949667","2016-10-01","330.33","330.33"
"a3a38f4affed601eb87a97788c949667","2017-01-01","1700.87","2031.20"
"a3a38f4affed601eb87a97788c949667","2017-02-01","2695.10","4726.30"
"a3a38f4affed601eb87a97788c949667","2017-03-01","3674.38","8400.68"
"a3a38f4affed601eb87a97788c949667","2017-04-01","1698.32","10099.00"
"a3a38f4affed601eb87a97788c949667","2017-05-01","3308.82","13407.82"
"a3a38f4affed601eb87a97788c949667","2017-06-01","1168.82","14576.64"
"a3a38f4affed601eb87a97788c949667","2017-07-01","1989.76","16566.40"
"a3a38f4affed601eb87a97788c949667","2017-08-01","1813.80","18380.20"
"a3a38f4affed601eb87a97788c949667","2017-09-01","1929.94","20310.14"
"a3a38f4affed601eb87a97788c949667","2017-10-01","1164.33","21474.47"
"a3a38f4affed601eb87a97788c949667","2017-11-01","2002.51","23476.98"
"a3a38f4affed601eb87a97788c949667","2017-12-01","2055.72","25532.70"
"a3a38f4affed601eb87a97788c949667","2018-01-01","871.59","26404.29"
"a3a38f4affed601eb87a97788c949667","2018-02-01","350.52","26754.81"
"a3a38f4affed601eb87a97788c949667","2018-03-01","381.40","27136.21"
"a3a38f4affed601eb87a97788c949667","2018-04-01","586.31","27722.52"
"a3a38f4affed601eb87a97788c949667","2018-05-01","935.04","28657.56"
"a3a38f4affed601eb87a97788c949667","2018-06-01","533.63","29191.19"
"a3a38f4affed601eb87a97788c949667","2018-07-01","172.36","29363.55"
"a3a38f4affed601eb87a97788c949667","2018-08-01","1456.32","30819.87"
"a3b0df0065e264a91b7bbf5f844af5cd","2017-09-01","218.75","218.75"
"a3b42d266fa8afc874b909422ce88582","2018-07-01","921.24","921.24"
"a3dd39f583bc80bd8c5901c95878921e","2017-08-01","75.07","75.07"
"a3dd39f583bc80bd8c5901c95878921e","2017-09-01","73.16","148.23"
"a3dd39f583bc80bd8c5901c95878921e","2017-10-01","2423.70","2571.93"
"a3dd39f583bc80bd8c5901c95878921e","2017-11-01","1907.87","4479.80"
"a3dd39f583bc80bd8c5901c95878921e","2017-12-01","430.46","4910.26"
"a3dd39f583bc80bd8c5901c95878921e","2018-02-01","172.36","5082.62"
"a3dd39f583bc80bd8c5901c95878921e","2018-03-01","66.96","5149.58"
"a3dd39f583bc80bd8c5901c95878921e","2018-04-01","201.53","5351.11"
"a3e9a2c700480d9bb01fba070ba80a0e","2017-05-01","748.35","748.35"
"a3e9a2c700480d9bb01fba070ba80a0e","2017-06-01","791.47","1539.82"
"a3e9a2c700480d9bb01fba070ba80a0e","2017-07-01","594.21","2134.03"
"a3e9a2c700480d9bb01fba070ba80a0e","2017-08-01","446.13","2580.16"
"a3e9a2c700480d9bb01fba070ba80a0e","2017-09-01","1242.40","3822.56"
"a3e9a2c700480d9bb01fba070ba80a0e","2017-10-01","760.77","4583.33"
